Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,embryo_type,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR9646080,RNA-Seq,300,6046661700,PRJNA552818,SAMN12219211,2455967229,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407729,GSM3928463,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928463,Embryo,SRP213116
SRR9646081,RNA-Seq,300,6010301400,PRJNA552818,SAMN12219210,2470758402,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407730,GSM3928464,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928464,Embryo,SRP213116
SRR9646082,RNA-Seq,300,6115995300,PRJNA552818,SAMN12219209,2467328273,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407731,GSM3928465,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928465,Embryo,SRP213116
SRR9646083,RNA-Seq,300,6018017400,PRJNA552818,SAMN12219208,2458115961,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407732,GSM3928466,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928466,Embryo,SRP213116
SRR9646084,RNA-Seq,300,6009594600,PRJNA552818,SAMN12219206,2620046960,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407733,GSM3928467,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928467,Embryo,SRP213116
SRR9646085,RNA-Seq,300,6054294000,PRJNA552818,SAMN12219204,2454167256,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407734,GSM3928468,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928468,Embryo,SRP213116
SRR9646086,RNA-Seq,300,4972124700,PRJNA552818,SAMN12219203,2032834160,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407735,GSM3928469,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928469,Embryo,SRP213116
SRR9646087,RNA-Seq,300,5476904100,PRJNA552818,SAMN12219251,2266180294,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407736,GSM3928470,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928470,Embryo,SRP213116
SRR9646088,RNA-Seq,300,4885740300,PRJNA552818,SAMN12219250,1916487610,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407737,GSM3928471,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928471,Embryo,SRP213116
SRR9646089,RNA-Seq,300,5215786800,PRJNA552818,SAMN12219249,2020825594,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407738,GSM3928472,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928472,Embryo,SRP213116
SRR9646090,RNA-Seq,300,4948594800,PRJNA552818,SAMN12219248,1939324544,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407739,GSM3928473,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928473,Embryo,SRP213116
SRR9646091,RNA-Seq,300,5482773900,PRJNA552818,SAMN12219247,2153356729,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407740,GSM3928474,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928474,Embryo,SRP213116
SRR9646092,RNA-Seq,180,7516736100,PRJNA552818,SAMN12219245,5607797353,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,AG embryo,SRX6407741,GSM3928475,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928475,Embryo,SRP213116
SRR9646093,RNA-Seq,180,6006112920,PRJNA552818,SAMN12219244,4614452558,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,AG embryo,SRX6407742,GSM3928476,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928476,Embryo,SRP213116
SRR9646094,RNA-Seq,300,5324754300,PRJNA552818,SAMN12219243,2101168691,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,AG embryo,SRX6407743,GSM3928477,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928477,Embryo,SRP213116
SRR9646095,RNA-Seq,300,5048255700,PRJNA552818,SAMN12219242,1919991791,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1-cell,AG embryo,SRX6407744,GSM3928478,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928478,Embryo,SRP213116
SRR9646096,RNA-Seq,300,20001640200,PRJNA552818,SAMN12219257,8220000313,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,AG embryo,SRX6407745,GSM3928479,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928479,Embryo,SRP213116
SRR9646097,RNA-Seq,300,18656695500,PRJNA552818,SAMN12219246,7519123419,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,AG embryo,SRX6407746,GSM3928480,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928480,Embryo,SRP213116
SRR9646098,RNA-Seq,300,27924715800,PRJNA552818,SAMN12219256,11523562579,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2-cell,AG embryo,SRX6407747,GSM3928481,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928481,Embryo,SRP213116
SRR9645822,RNA-Seq,180,7423858800,PRJNA552818,SAMN12219284,5714551911,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,AG embryo,SRX6407767,GSM3928501,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928501,Embryo,SRP213116
SRR9645951,RNA-Seq,300,6035448600,PRJNA552818,SAMN12219476,2425876963,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,PG embryo,SRX6407896,GSM3928630,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928630,Embryo,SRP213116
SRR9646062,RNA-Seq,300,5419660200,PRJNA552818,SAMN12219176,2219728427,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407711,GSM3928445,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928445,Embryo,SRP213116
SRR9646044,RNA-Seq,300,5188005000,PRJNA552818,SAMN12219194,2129182913,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407693,GSM3928427,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928427,Embryo,SRP213116
SRR9646066,RNA-Seq,300,6166267200,PRJNA552818,SAMN12219226,2454506257,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407715,GSM3928449,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928449,Embryo,SRP213116
